MATERIA;CLASSE;ERA;SETTORE;TIPO;INCLUDERE;DOMANDA;CORRETTA;OPZIONE_1;OPZIONE_2;OPZIONE_3;OPZIONE_4
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa prevede l'algoritmo di scheduling con priorità?;3;I processi sono messi in coda secondo il loro ordine di arrivo;I processi sono messi in cosa a seconda della stima del loro tempo di esecuzione;I processi sono messi in coda in funzione della loro priorità;I processi periodicamente hanno la possibilità di utilizzare la CPU
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa prevede l'algoritmo di scheduling Round Robin?;4;I processi sono messi in coda secondo il loro ordine di arrivo;I processi sono messi in cosa a seconda della stima del loro tempo di esecuzione;I processi sono messi in coda in funzione della loro priorità;I processi periodicamente hanno la possibilità di utilizzare la CPU
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa prevede l'algoritmo di scheduling MLFQ?;3;I processi sono messi in coda secondo il loro ordine di arrivo;I processi sono messi in cosa a seconda della stima del loro tempo di esecuzione;I processi sono messi in diverse code in base alle loro priorità e ognuna riceve periodicamente la CPU;I processi sono messi in code separate e vengono eseguiti solo i processi della coda con priorità più alta
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per risorsa?;1;Un componente hardware o software riusabile dai vari processi;Un componente del sistema operativo;Una parte del kernel;L'elemento che si interfaccia tra kernel e utente
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per molteplicità di una risorsa?;1;Il numero di istanze disponibili di quella risorsa;Il numero di processi che stanno utilizzando quella risorsa;Il numero minimo di processi che possono utilizzare quella risorsa;Il numero medio di processi che possono usare quella risorsa
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale delle seguenti risposte può essere una risorsa?;1;La CPU;Il sistema operativo;Il kernel;La shell
TPSIT;4H;1;TEORIA;QUIZ;SI;Se la molteplicità di una risorsa è pari a 4, quanti processi possono contemporaneamente utilizzare quella classe di risorsa?;1;4;5;6;7
TPSIT;4H;1;TEORIA;QUIZ;SI;Un processo, prima di utilizzare una risorsa, cosa dovrebbe fare?;1;Richiederla;Non deve fare nulla;Mettersi nello stato di ready;"""Rubare"" la risorsa al processo che la sta utilizzando"
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per richiesta singola?;1;Il processo richiede una risorsa alla volta;Il processo richiede una sola risorsa per tutto il suo ciclo di vita;Il processo può usare una sola risorsa per tutto il suo ciclo di vita;Un solo processo può usare quella risorsa
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per richiesta multipla?;1;Il processo richiede almeno due risorse contemporaneamente;Il processo richiede più risorse, ma una alla volta;Il processo è libero di usare tutte le risorse che vuole;Il processo richiede una sola risorsa per tutto il suo ciclo di vita
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per richiesta bloccante?;1;Se il processo non ottiene quella risorsa, blocca la sua esecuzione;Il processo blocca gli altri processi per ottenere la risorsa;Il sistema operativo blocca il processo che sta utilizzando la risorsa;Se il processo non ottiene quella risorsa, può continuare ugualmente la sua esecuzione
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per richiesta non bloccante?;4;Se il processo non ottiene quella risorsa, blocca la sua esecuzione;Il processo blocca gli altri processi per ottenere la risorsa;Il sistema operativo blocca il processo che sta utilizzando la risorsa;Se il processo non ottiene quella risorsa, può continuare ugualmente la sua esecuzione
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per assegnazione statica?;1;La risorsa viene assegnata al processo durante la creazione del processo;La risorsa viene assegnata al processo durante l'esecuzione del processo;La risorsa non può essere assegnata ad alcun processo;La risorsa può essere assegnata ad un solo processo
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per assegnazione dinamica?;2;La risorsa viene assegnata al processo durante la creazione del processo;La risorsa viene assegnata al processo durante l'esecuzione del processo;La risorsa non può essere assegnata ad alcun processo;La risorsa può essere assegnata ad un solo processo
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per risorsa seriale?;1;Una risorsa che non può essere assegnata a più processi contemporaneamente;Una risorsa che ammette l'accesso da più processi;Una risorsa che può essere utilizzata una sola volta da un processo;Una risorsa statica
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per risorsa non seriale?;2;Una risorsa che non può essere assegnata a più processi contemporaneamente;Una risorsa che ammette l'accesso da più processi;Una risorsa che può essere utilizzata una sola volta da un processo;Una risorsa statica
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per risorsa prerilasciabile?;1;Una risorsa che mente è utilizzata da un processo, può essere sottratta e assegnata ad un altro processo;Una risorsa che mente è utilizzata da un processo, NON può essere sottratta e assegnata ad un altro processo;Una risorsa che può essere assegnata a più processi contemporaneamente;Una risorsa che è sempre disponibile per tutti i processi
TPSIT;4H;1;TEORIA;QUIZ;SI;Cosa si intende per risorsa non prerilasciabile?;2;Una risorsa che mente è utilizzata da un processo, può essere sottratta e assegnata ad un altro processo;Una risorsa che mente è utilizzata da un processo, NON può essere sottratta e assegnata ad un altro processo;Una risorsa che può essere assegnata a più processi contemporaneamente;Una risorsa che è sempre disponibile per tutti i processi
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale dei seguenti è un esempio di richiesta bloccante?;1;Un processo che richiede la CPU;Un processo che richiede la stampante;Un processo che richiede maggiore RAM;Un processo che richiede la rete internet per verificare gli aggiornamenti di quel software
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale dei seguenti è un esempio di richiesta non bloccante?;4;Un processo che richiede la CPU;Un processo che richiede la stampante;Un processo che richiede maggiore RAM;Un processo che richiede la rete internet per verificare gli aggiornamenti di quel software
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale dei seguenti è un esempio di risorsa seriale?;1;La stampante;La lettura di un file;L'accesso a internet;La memoria RAM
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale dei seguenti è un esempio di risorsa non seriale?;1;La lettura di un file;La stampante;La CPU single-core;La scrittura su file
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale dei seguenti è un esempio di risorsa prerilasciabile?;1;La CPU;La stampante;Il masterizzatore;La scrittura su file
TPSIT;4H;1;TEORIA;QUIZ;SI;Quale dei seguenti è un esempio di risorsa non prerilasciabile?;1;La stampante;La CPU;La lettura di un file;L'accesso a internet
TPSIT;4H;1;PRATICA;QUIZ;SI;Che tipo di linguaggio è Python?;1;è un linguaggio interpretato ad oggetti;è un linguaggio procedurale non ha oggetti;è un linguaggio macchina;è un linguaggio compilato
TPSIT;4H;1;PRATICA;QUIZ;SI;Come si inserisce un commento in Python?;3;//questo è un commento;/*questo è un commento*/;#questo è un commento;"""questo è un commento"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Come si crea una variabile con valore numerico 7?;1;x = 7;int x = 7;x = intero(7);var x = 7
TPSIT;4H;1;PRATICA;QUIZ;SI;"Come si crea una variabile contenente la stringa ""Ciao""?";1;"x = ""Ciao""";"String x = ""Ciao""";"x = String(""Ciao"")";"var String x = ""Ciao"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Come si crea una variabile con valore numerico 3,14?;1;x = 3.14;float x = 3.14;x = float(7);var x = 3.14
TPSIT;4H;1;PRATICA;QUIZ;SI;Qual è l'estensione corretta per uno script in Python?;1;.py;.python;.pyt;.phn
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per confrontare due valori? ;1;"""==""";"""=""";"""<>""";"""><"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per assegnare un valore ad una variabile? ;2;"""==""";"""=""";"""<>""";"""><"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per verificare se una variabile è maggiore di un'altra variabile?;1;""">""";""">=""";"""<""";"""<="""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per verificare se una variabile è maggiore o uguale di un'altra variabile?;2;""">""";""">=""";"""<""";"""<="""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per verificare se una variabile è minore di un'altra variabile?;3;""">""";""">=""";"""<""";"""<="""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per verificare se una variabile è minore o uguale di un'altra variabile?;4;""">""";""">=""";"""<""";"""<="""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per verificare se due variabili sono uguali?;1;"""==""";"""=""";"""!=""";"""!"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per verificare se due variabili sono diverse?;3;"""==""";"""=""";"""!=""";"""!"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per effettuare l'operazione logica AND tra due variabili?;1;"""and""";"""&&""";"""&""";"""e"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per effettuare l'operazione logica OR tra due variabili?;1;"""or""";"""||""";"""|""";"""o"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale operatore è utilizzato per effettuare l'operazione logica NOT di una variabile?;1;"""not""";"""!!""";"""!""";"""no"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale dei seguenti costrutti non è presente in Python?;3;IF;FOR;DO-WHILE;WHILE
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale dei seguenti costrutti non è presente in Python?;1;SWITCH-CASE;IF;WHILE;FOR
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale delle seguenti risposte è la corretta scrittura dell'IF?;4;if (a < 5) { };if (a < 5);if a < 5 then;if a<5:
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale delle seguenti risposte è la corretta scrittura del WHILE?;4;while (a < 5) { };while (a < 5);while a < 5 then;while a<5:
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale delle seguenti risposte è corretta scrittura del FOR?;4;"for (int i = 0; i < 10; i++) { }";for x < 10:;for x < 10 then:;for i in range(0, 10):
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale delle seguenti funzioni permette di chiedere ad un utente di inserire un numero?;1;input();print();isnumeric();int()
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale delle seguenti funzioni permette di stampare un valore su schermo?;2;input();print();isnumeric();int()
TPSIT;4H;1;PRATICA;QUIZ;SI;"Che operazione svolge l'operatore ""%""?";1;resto della divisione intera;divisione intera;divisione normale (quoziente);elevamento a potenza
TPSIT;4H;1;PRATICA;QUIZ;SI;"Che operazione svolge l'operatore ""/""?";3;resto della divisione intera;divisione intera;divisione normale (quoziente);elevamento a potenza
TPSIT;4H;1;PRATICA;QUIZ;SI;"Che operazione svolge l'operatore ""//""?";2;resto della divisione intera;divisione intera;divisione normale (quoziente);elevamento a potenza
TPSIT;4H;1;PRATICA;QUIZ;SI;"Che operazione svolge l'operatore ""**""?";1;elevamento a potenza;radice quadrata ;moltiplicazione;resto della divisione intera
TPSIT;4H;1;PRATICA;QUIZ;SI;"Che operazione svolge l'operatore ""*""?";3;elevamento a potenza;radice quadrata ;moltiplicazione;resto della divisione intera
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale delle seguenti condizioni è TRUE?;2;"""ciao"" == ""CIAO""";"""ciao"" == ""ciao""";"""Ciao"" == ""ciao""";"""ciao"" == ""Ciao"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale delle seguenti condizioni è TRUE?;3;"""sette"" == 7";"""7"" == 7";7 == 7;"7 == ""7"""
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale delle seguenti condizioni è TRUE?;1;(3 < 5) and (5 == 5);(3 > 3) or (5 > 5);not (True);"""6"" == 6"
TPSIT;4H;1;PRATICA;QUIZ;SI;Di che tipo è una variabile che contiene il valore 7?;1;int;float;str;bool
TPSIT;4H;1;PRATICA;QUIZ;SI;Di che tipo è una variabile che contiene il valore 3.14?;2;int;float;str;bool
TPSIT;4H;1;PRATICA;QUIZ;SI;"Di che tipo è una variabile che contiene il valore ""sciascia""?";3;int;float;str;bool
TPSIT;4H;1;PRATICA;QUIZ;SI;"Di che tipo è una variabile che contiene il valore ""7""?";3;int;float;str;bool
TPSIT;4H;1;PRATICA;QUIZ;SI;Di che tipo è una variabile che contiene il valore True?;4;int;float;str;bool
TPSIT;4H;1;PRATICA;QUIZ;SI;Di che tipo è una variabile che contiene il valore False?;4;int;float;str;bool
TPSIT;4H;1;PRATICA;QUIZ;SI;Di che tipo è una variabile che contiene il valore 0?;1;int;float;str;bool
TPSIT;4H;1;PRATICA;QUIZ;SI;Che funzione si utilizza per sapere di che tipo è una variabile?;3;input();print();type();isnumeric()
TPSIT;4H;1;PRATICA;QUIZ;SI;Come è possibile convertire una stringa in un intero?;2;str();int();float();bool()
TPSIT;4H;1;PRATICA;QUIZ;SI;Che tipo di dato restituisce input()?;3;int;float;str;bool
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale delle seguenti assegnazioni NON è valida?;1;10=variab1;variab_1 = 10;variab1=10;variab_001 = 10
TPSIT;4H;1;PRATICA;QUIZ;SI;Qual è il risultato della seguente espressione? (5 * 4) // 2;4;2;4;8;10
TPSIT;4H;1;PRATICA;QUIZ;SI;Qual è il risultato della seguente espressione? (6 * 7) // 2;3;12;13;21;22
TPSIT;4H;1;PRATICA;QUIZ;SI;Qual è il risultato della seguente espressione? 7 % 4;4;0;1;2;3
TPSIT;4H;1;PRATICA;QUIZ;SI;Qual è il risultato della seguente espressione? 2**3;4;2;4;6;8
TPSIT;4H;1;PRATICA;QUIZ;SI;Quale è il risultato della seguente espressione? 6 % 3;0;0;1;2;3
TPSIT;4H;1;PRATICA;QUIZ;SI;Qual è il risultato della seguente espressione? (8 % 2) == 0;1;True ;False;0;4
TPSIT;4H;2;TEORIA;QUIZ;SI;Come si dichiara una lista?;1;pippo = [1, 2, 3];pippo = {1, 2, 3};pippo = (1, 2, 3);pippo = 1, 2, 3
TPSIT;4H;2;TEORIA;QUIZ;SI;Come si dichiara una lista?;1;"pippo = [""a"", ""b"", ""c""]";"pippo = {""a"", ""b"", ""c""}";"pippo = (""a"", ""b"", ""c"")";"pippo = ""a"", ""b"", ""c"""
TPSIT;4H;2;TEORIA;QUIZ;SI;"Come è possibile mostrare una lista di nome ""pippo""?";1;print(pippo);input(pippo);isnumeric(input);len(input)
TPSIT;4H;2;TEORIA;QUIZ;SI;Come è possibile ottenere la lunghezza di una lista?;4;print(pippo);input(pippo);isnumeric(input);len(input)
TPSIT;4H;2;TEORIA;QUIZ;SI;Come è possibile ottenere il numero di elementi di una lista?;4;print(pippo);input(pippo);isnumeric(input);len(input)
TPSIT;4H;2;TEORIA;QUIZ;SI;Qual è il risultato di print([1, 2, 3])?;3;[1, 2];[1, 3];[1, 2, 3];[2, 3]
TPSIT;4H;2;TEORIA;QUIZ;SI;Qual è il risultato di print([4, 5, 6])?;1;[4, 5, 6];[4];[4, 5];[5, 6]
TPSIT;4H;2;TEORIA;QUIZ;SI;Qual è il risultato di len([0, 1, 2])?;4;0;1;2;3
TPSIT;4H;2;TEORIA;QUIZ;SI;Qual è il risultato di len([0, 1, 2, 3, 4])?;1;5;4;3;2
TPSIT;4H;2;TEORIA;QUIZ;SI;Qual è il risultato di len([8, 5, 6])?;1;3;2;1;0
TPSIT;4H;2;TEORIA;QUIZ;SI;"Qual è il risultato di len([8, 5, ""a""])?";1;3;2;1;0
TPSIT;4H;2;TEORIA;QUIZ;SI;"Qual è il risultato di len([8, 5, 6, 7, ""lol"", ""ciao""])?";1;6;5;4;3
TPSIT;4H;2;TEORIA;QUIZ;NO;Qual è il risultato di len([8, 5, 6, [1, 2, 3]])?;1;4;5;6;7
TPSIT;4H;2;TEORIA;QUIZ;SI;Qual è il risultato di len([8, 5, 6, 7, 0, 0, 0])?;4;4;5;6;7
TPSIT;4H;2;TEORIA;QUIZ;SI;Qual è il risultato di len([ ])?;1;0;1;2;3
TPSIT;4H;2;TEORIA;QUIZ;SI;Qual è il risultato di len([0])?;2;0;1;2;3
TPSIT;4H;2;TEORIA;QUIZ;SI;Qual è il risultato di len([1])?;2;0;1;2;3
TPSIT;4H;2;TEORIA;QUIZ;SI;Qual è il risultato di len([2])?;2;0;1;2;3
TPSIT;4H;2;TEORIA;QUIZ;NO;Qual è il risultato di len([8, 5, 6, [1, 2, 3], 3, 4, 5])?;1;7;8;9;10
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[0])?;1;0;2;4;Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[1])?;2;0;2;4;Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[2])?;3;0;2;4;Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[3])?;2;4;6;8;Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[4])?;3;4;6;8;Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;NO;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[-1])?;1;8;6;4;2
TPSIT;4H;2;TEORIA;QUIZ;NO;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[-2])?;2;8;6;4;2
TPSIT;4H;2;TEORIA;QUIZ;NO;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[-3])?;3;8;6;4;2
TPSIT;4H;2;TEORIA;QUIZ;NO;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[-4])?;4;8;6;4;2
TPSIT;4H;2;TEORIA;QUIZ;NO;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[-5])?;4;6;4;2;0
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [0, 2, 4, 6, 8], cosa stampa print(lista[5])?;4;4;6;8;Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [0, 2, 4, 6, 8], cosa stampa print(len(lista))?;1;5;4;3;2
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[0])?";1;"""a""";"""b""";"""c""";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[1])?";2;"""a""";"""b""";"""c""";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[2])?";3;"""a""";"""b""";"""c""";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[3])?";2;"""c""";"""d""";"""e""";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[4])?";3;"""c""";"""d""";"""e""";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[5])?";3;"""d""";"""e""";"""f""";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[6])?";4;"""d""";"""e""";"""f""";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(len(lista))?";4;3;4;5;6
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[-1])?";1;"""f""";"""e""";"""d""";"""c"""
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[-2])?";2;"""f""";"""e""";"""d""";"""c"""
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[-3])?";3;"""f""";"""e""";"""d""";"""c"""
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[-4])?";4;"""f""";"""e""";"""d""";"""c"""
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[-5])?";3;"""d""";"""c""";"""b""";"""a"""
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data lista = [""a"", ""b"", ""c"", ""d"", ""e"", ""f""], cosa stampa print(lista[-6])?";4;"""d""";"""c""";"""b""";"""a"""
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data matrice = [[""a"", ""b"", ""c""], [""d"", ""e"", ""f""], [""g"", ""h"", ""i""]], cosa stampa print(matrice[0][0])?";1;"""a""";"""d""";"""g""";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data matrice = [[""a"", ""b"", ""c""], [""d"", ""e"", ""f""], [""g"", ""h"", ""i""]], cosa stampa print(matrice[1][1])?";2;"""a""";"""e""";"""i""";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data matrice = [[""a"", ""b"", ""c""], [""d"", ""e"", ""f""], [""g"", ""h"", ""i""]], cosa stampa print(matrice[2][2])?";3;"""c""";"""f""";"""i""";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [5, 7, 4, 3], come diventa la lista dopo lista.append(9)?;1;[5, 7, 4, 3, 9];[9, 5, 7, 4, 3];[9];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [5, 7, 4, 3], come diventa la lista dopo lista.insert(2, 9)?;1;[5, 7, 9, 4, 3];[5, 7, 4, 3, 9];[9];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [5, 7, 4, 3], come diventa la lista dopo lista.pop()?;1;[5, 7, 4];[7, 4, 3];[ ];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [5, 7, 4, 3], come diventa la lista dopo lista.pop(0)?;2;[5, 7, 4];[7, 4, 3];[ ];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [5, 7, 4, 3], come diventa la lista dopo lista.pop(1)?;1;[5, 4, 3];[7, 4, 3];[5, 7, 4];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [5, 7, 4, 3], come diventa la lista dopo lista.pop(2)?;1;[5, 7, 3];[7, 4, 3];[5, 4, 3];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [5, 7, 4, 3], come diventa la lista dopo lista.pop(3)?;1;[5, 7, 4];[7, 4, 3];[5, 4, 3];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [5, 7, 4, 3], come diventa la lista dopo lista.pop(4)?;4;[5, 7, 4];[7, 4, 3];[5, 4, 3];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [5, 7, 4, 3], come diventa dopo lista.clear()?;3;[5, 7, 4];[7, 4, 3];[ ];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;NO;Data lista = [5, 7, 4, 3], come diventa la lista dopo lista.sort()?;1;[3, 4, 5, 7];[7, 5, 4, 3];[3, 4, 7, 5];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data lista = [""w"", ""a"", ""m"", ""b""], come diventa la lista dopo lista.sort()?";1;"[""a"", ""b"", ""m"", ""w""]";"[""w"", ""a"", ""m"", ""b""]";"[""b"", ""m"", ""a"", ""w""]";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;NO;"Data lista = [1, 2, ""m"", ""b""], come diventa la lista dopo lista.sort()?";4;"[1, 2, ""b"", ""m""]";"[""b"", ""m"", 1, 2]";[ ];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [5, 7, 4, 3], come diventa la lista dopo lista.remove(7)?;1;[5, 4, 3];[5, 7, 4];[5, 7, 3];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d""], come diventa la lista dopo lista.remove(0)?";4;"[""a"", ""b"", ""c""]";"[""b"", ""c"", ""d""]";"[""a""]";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d""], come diventa la lista dopo lista.remove(1)?";4;"[""a"", ""b"", ""c""]";"[""b"", ""c"", ""d""]";"[""b""]";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d""], come diventa la lista dopo lista.remove(2)?";4;"[""a"", ""b"", ""d""]";"[""b"", ""c"", ""d""]";"[""c""]";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d""], come diventa la lista dopo lista.remove(3)?";4;"[""a"", ""b"", ""c""]";"[""b"", ""c"", ""d""]";"[""d""]";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d""], come diventa la lista dopo lista.remove(""a"")?";2;"[""a"", ""b"", ""c""]";"[""b"", ""c"", ""d""]";"[""a""]";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d""], come diventa la lista dopo lista.remove(""b"")?";1;"[""a"", ""c"", ""d""]";"[""b"", ""c"", ""d""]";"[""a""]";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d""], come diventa la lista dopo lista.remove(""c"")?";1;"[""a"", ""b"", ""d""]";"[""b"", ""c"", ""d""]";"[""c""]";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;"Data lista = [""a"", ""b"", ""c"", ""d""], come diventa la lista dopo lista.remove(""d"")?";1;"[""a"", ""b"", ""c""]";"[""b"", ""c"", ""d""]";"[""a""]";Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;NO;Data lista = [1, 2, 3, 4], come diventa la lista dopo lista.sort()?;1;[1, 2, 3, 4];[4, 3, 2, 1];[1, 2, 3 ,4, 4];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;NO;Data lista = [4, 3, 2, 1], come diventa la lista dopo lista.sort()?;1;[1, 2, 3, 4];[4, 3, 2, 1];[1, 2, 3 ,4, 4];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [1, 2, 3, 4], come diventa la lista dopo lista.reverse()?;2;[1, 2, 3, 4];[4, 3, 2, 1];[1, 2, 3 ,4, 4];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [4, 3, 2, 1], come diventa la lista dopo lista.reverse()?;1;[1, 2, 3, 4];[4, 3, 2, 1];[ ];Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [1, 1, 1, 1], come diventa la lista dopo lista.reverse()?;1;[1, 1, 1, 1];[1];[ ] ;Otteniamo un errore
TPSIT;4H;2;TEORIA;QUIZ;SI;Data lista = [4, 3, 2, 1], come diventa la lista dopo lista.clear()?;3;[1, 2, 3, 4];[4, 3, 2, 1];[ ];Otteniamo un errore
